File name,Z position,Number of objects,Total ROI area,Object area,Percent object area,Total ROI perimeter,Object perimeter,Object perimeter / area ratio,Average object area,Average object area-equivalent circle diameter,Surface convexity index,Euler number,Number of closed pores,Area of closed pores,Perimeter of closed pores,Closed porosity (percent),Area of open pore space,Total area of pore space,Open porosity (percent),Total porosity (percent),Centroid (x),Centroid (y),Moment of inertia (x),Moment of inertia (y),Polar Moment of inertia,Product of inertia,Principal moment of inertia (max),Principal moment of inertia (min),Total orientation,Eccentricity,Structure thickness (plate model),Structure separation (plate model),Structure linear density (plate model),Fractal dimension,Intersection perimeter,
,Pos.Z,Obj.N,T.Ar,Obj.Ar,Obj.Ar/T.Ar,T.Pm,Obj.Pm,Obj.Pm/Obj.Ar,Av.Obj.Ar,Av.Obj.ECDa,SCv.I,Eu.N,Po.N(cl),Po.Ar(cl),Po.Pm(cl),Po(cl),Po.Ar(op),Po.Ar(tot),Po(op),Po(tot),Crd.X,Crd.Y,MMI(x),MMI(y),MMI(polar),Pr.In,MMI(max),MMI(min),T.Or,Ecc,St.Th(pl),St.Sp(pl),St.Li.Dn(pl),FD,i.Pm,
,um,,um^2,um^2,,um,um,1/um,um^2,um,1/um,,,um^2,um,,um^2,um^2,,,um,um,um^4,um^4,um^4,um^4,um^4,um^4,°,,um,um,1/um,,um,
ax13_rc05_meghan__rec00002590.bmp,1553.95597,8,1016878.56443,9295.52823,0.91412,3771.01973,779.45233,0.08385,1161.94103,38.46335,0.05509,8,0,0.00000,0.00000,0.00000,1007583.03620,1007583.03620,99.08588,99.08588,551.38438,777.57797,782182322.72082,298112243.37568,1080294566.09650,-181219823.17813,842507308.08796,237787258.00853,108.41172,0.84523,23.85143,2585.36154,0.00038,0.93489,0.00000,
ax13_rc05_meghan__rec00002589.bmp,1553.35599,8,1016878.56443,8869.22239,0.87220,3771.01973,745.80333,0.08409,1108.65280,37.57101,0.06039,8,0,0.00000,0.00000,0.00000,1008009.34204,1008009.34204,99.12780,99.12780,547.18450,773.97807,746917234.29926,253727381.34877,1000644615.64803,-162945244.46188,795889915.07500,204754700.57303,106.72799,0.86020,23.78435,2703.15057,0.00037,0.94682,0.00000,
ax13_rc05_meghan__rec00002588.bmp,1552.75600,6,1016878.56443,8493.26869,0.83523,3771.01973,720.25258,0.08480,1415.54478,42.45383,0.04781,6,0,0.00000,0.00000,0.00000,1008385.29574,1008385.29574,99.16477,99.16477,543.58460,771.57814,716658668.76982,215224759.07199,931883427.84181,-147302675.57790,756728697.26287,175154730.57894,105.21767,0.87626,23.58414,2800.08798,0.00035,0.97291,0.00000,
ax13_rc05_meghan__rec00002587.bmp,1552.15602,6,1016878.56443,8122.80469,0.79880,3771.01973,714.98065,0.08802,1353.80078,41.51762,0.02900,6,0,0.00000,0.00000,0.00000,1008755.75974,1008755.75974,99.20120,99.20120,539.98470,769.17821,686663435.12659,180446502.92361,867109938.05020,-133110065.33959,719530816.09432,147579121.95588,103.86997,0.89016,22.72175,2821.77080,0.00035,0.96986,0.00000,
ax13_rc05_meghan__rec00002586.bmp,1551.55604,6,1017943.83406,7749.32585,0.76127,3772.71674,693.21070,0.08945,1291.55431,40.55192,0.04420,6,0,0.00000,0.00000,0.00000,1010194.50821,1010194.50821,99.23873,99.23873,534.58485,767.37826,658326383.89354,142081153.32909,800407537.22263,-120073124.49344,684887522.53091,115520014.69172,102.47342,0.90716,22.35778,2914.53811,0.00034,0.96390,0.00000,
ax13_rc05_meghan__rec00002585.bmp,1550.95606,7,1017943.83406,7362.48277,0.72327,3772.71674,671.38046,0.09119,1051.78325,36.59470,0.05279,6,1,0.53997,2.89697,0.00733,1010580.81132,1010581.35129,99.27668,99.27673,529.78499,764.37834,627100911.35369,103311330.51203,730412241.86572,-106178185.58252,647805994.15146,82606247.71427,101.03438,0.93168,21.93237,3010.45805,0.00033,0.95621,0.00000,
ax13_rc05_meghan__rec00002584.bmp,1550.35607,7,1017943.83406,6994.13365,0.68708,3772.71674,647.79290,0.09262,999.16195,35.66753,0.06387,7,0,0.00000,0.00000,0.00000,1010949.70042,1010949.70042,99.31292,99.31292,527.98504,759.57848,593106737.30207,76899050.40514,670005787.70722,-92929604.99634,609326617.74136,60679169.96585,99.90064,0.94870,21.59373,3121.21266,0.00032,0.95235,0.00000,
ax13_rc05_meghan__rec00002583.bmp,1549.75609,5,1017943.83406,6671.99690,0.65544,3772.71674,592.89597,0.08886,1334.39938,41.21905,0.05236,5,0,0.00000,0.00000,0.00000,1011271.83716,1011271.83716,99.34456,99.34456,527.38506,755.37860,562025884.50016,62896177.79845,624922062.29861,-83426614.34301,575600948.32033,49321113.97829,99.24209,0.95297,22.50647,3411.29603,0.00029,0.97580,0.00000,
ax13_rc05_meghan__rec00002582.bmp,1549.15611,5,1017943.83406,6372.53887,0.62602,3772.71674,585.75648,0.09192,1274.50777,40.28342,0.04891,5,0,0.00000,0.00000,0.00000,1011571.29519,1011571.29519,99.37398,99.37398,530.38497,750.57873,529622958.18657,58619600.06626,588242558.25283,-73730445.83382,540894899.03545,47347659.21739,98.69210,0.95389,21.75832,3453.89709,0.00029,0.97591,0.00000,
ax13_rc05_meghan__rec00002581.bmp,1548.55612,5,1017943.83406,6051.93204,0.59453,3772.71674,573.11419,0.09470,1210.38641,39.25700,0.05070,5,0,0.00000,0.00000,0.00000,1011891.90202,1011891.90202,99.40547,99.40547,533.38489,744.57890,494337891.92548,53753617.56761,548091509.49309,-63905133.82454,503419885.44134,44671624.05175,98.08853,0.95368,21.11946,3531.20517,0.00028,0.97020,0.00000,
ax13_rc05_meghan__rec00002580.bmp,1547.95614,6,1017943.83406,5688.62263,0.55883,3772.71674,572.73775,0.10068,948.10377,34.74425,0.06255,6,0,0.00000,0.00000,0.00000,1012255.21143,1012255.21143,99.44117,99.44117,537.58477,734.97918,451843950.29199,47826893.12546,499670843.41744,-50362165.69089,458027144.29502,41643699.12242,96.99944,0.94884,19.86467,3534.79478,0.00028,0.94075,3.84842,
ax13_rc05_meghan__rec00002579.bmp,1547.35616,8,1017943.83406,5344.79712,0.52506,3772.71674,560.88367,0.10494,668.09964,29.16592,0.06133,8,0,0.00000,0.00000,0.00000,1012599.03695,1012599.03695,99.47494,99.47494,542.38463,724.77946,410605248.04966,42031546.26966,452636794.31932,-38610815.13583,414606576.43920,38030217.88012,95.91657,0.95268,19.05849,3610.72744,0.00028,0.93815,5.04839,
ax13_rc05_meghan__rec00002578.bmp,1546.75617,6,1017943.83406,5027.25011,0.49386,3772.71674,536.65350,0.10675,837.87502,32.66214,0.06851,6,0,0.00000,0.00000,0.00000,1012916.58395,1012916.58395,99.50614,99.50614,545.98453,715.77972,373898360.37976,36868195.89608,410766556.27584,-28890181.55858,376356888.77261,34409667.50323,94.86410,0.95176,18.73555,3774.93706,0.00026,0.93159,5.04839,
ax13_rc05_meghan__rec00002577.bmp,1546.15619,7,1017943.83406,4688.28432,0.46056,3772.71674,524.50826,0.11188,669.75490,29.20203,0.07895,7,0,0.00000,0.00000,0.00000,1013255.54975,1013255.54975,99.53944,99.53944,550.18441,704.38004,333150631.34295,31102623.58208,364253254.92503,-19319548.56308,334381330.85377,29871924.07126,93.64495,0.95344,17.87688,3863.64005,0.00026,0.96287,0.00000,
ax13_rc05_meghan__rec00002576.bmp,1545.55621,6,1018483.80346,4357.23808,0.42782,3773.91670,491.00483,0.11269,726.20635,30.40781,0.06608,6,0,0.00000,0.00000,0.00000,1014126.56539,1014126.56539,99.57218,99.57218,553.78431,694.18033,295748989.75216,25872998.26584,321621988.01801,-10901984.11166,296188672.94003,25433315.07798,92.30952,0.95280,17.74825,4130.82112,0.00024,0.95010,0.00000,
ax13_rc05_meghan__rec00002575.bmp,1544.95623,5,1018483.80346,4023.89697,0.39509,3773.91670,482.39919,0.11988,804.77939,32.01058,0.02297,4,1,2.65485,7.34538,0.06593,1014457.25165,1014459.90650,99.60465,99.60491,557.98419,683.98062,258867528.65278,20926464.68799,279793993.34077,-2815836.90561,258900847.10243,20893146.23834,90.67792,0.95552,16.68285,4205.89392,0.00024,0.92766,0.00000,
ax13_rc05_meghan__rec00002574.bmp,1544.35624,6,1018483.80346,3675.48171,0.36088,3773.91670,443.89002,0.12077,612.58029,27.92779,0.07858,6,0,0.00000,0.00000,0.00000,1014808.32175,1014808.32175,99.63912,99.63912,562.18407,672.58094,221382587.96752,15845804.94701,237228392.91453,4619447.24282,221486357.83455,15742035.07998,88.71314,0.95997,16.56033,4572.34124,0.00022,0.92115,0.00000,
