File name,Z position,Number of objects,Total ROI area,Object area,Percent object area,Total ROI perimeter,Object perimeter,Object perimeter / area ratio,Average object area,Average object area-equivalent circle diameter,Surface convexity index,Euler number,Number of closed pores,Area of closed pores,Perimeter of closed pores,Closed porosity (percent),Area of open pore space,Total area of pore space,Open porosity (percent),Total porosity (percent),Centroid (x),Centroid (y),Moment of inertia (x),Moment of inertia (y),Polar Moment of inertia,Product of inertia,Principal moment of inertia (max),Principal moment of inertia (min),Total orientation,Eccentricity,Structure thickness (plate model),Structure separation (plate model),Structure linear density (plate model),Fractal dimension,Intersection perimeter,
,Pos.Z,Obj.N,T.Ar,Obj.Ar,Obj.Ar/T.Ar,T.Pm,Obj.Pm,Obj.Pm/Obj.Ar,Av.Obj.Ar,Av.Obj.ECDa,SCv.I,Eu.N,Po.N(cl),Po.Ar(cl),Po.Pm(cl),Po(cl),Po.Ar(op),Po.Ar(tot),Po(op),Po(tot),Crd.X,Crd.Y,MMI(x),MMI(y),MMI(polar),Pr.In,MMI(max),MMI(min),T.Or,Ecc,St.Th(pl),St.Sp(pl),St.Li.Dn(pl),FD,i.Pm,
,um,,um^2,um^2,,um,um,1/um,um^2,um,1/um,,,um^2,um,,um^2,um^2,,,um,um,um^4,um^4,um^4,um^4,um^4,um^4,°,,um,um,1/um,,um,
ax13_rc06__rec00002637.bmp,1845.90314,73,4624760.42917,31823.95445,0.68812,8041.98851,3863.37389,0.12140,435.94458,23.55975,0.01778,47,26,236.24205,327.44071,0.73687,4592700.23267,4592936.47472,99.30677,99.31188,1493.10254,973.70166,8059665829.07698,6383047849.61926,14442713678.69625,-3269081594.36999,10596213344.87674,3846500333.81950,127.80862,0.79448,16.47470,2377.68158,0.00042,0.91507,78.50213,
ax13_rc06__rec00002636.bmp,1845.20314,76,4626116.38628,31929.18231,0.69019,8042.56841,3840.33567,0.12028,420.12082,23.12822,0.02983,54,22,210.82322,286.37230,0.65595,4593976.38076,4594187.20397,99.30525,99.30981,1490.30253,977.20166,8088454667.11936,6388529231.90519,14476983899.02454,-3326425668.16111,10671791287.92177,3805192611.10278,127.83328,0.79951,16.62833,2392.59669,0.00042,0.90765,84.64686,
ax13_rc06__rec00002635.bmp,1844.50314,75,4626116.38628,31990.80002,0.69153,8042.56841,3777.17778,0.11807,426.54400,23.30435,0.03757,52,23,200.34943,282.24265,0.62237,4593925.23683,4594125.58626,99.30414,99.30847,1487.50253,980.00167,8094587429.83001,6383925975.90277,14478513405.73278,-3399621659.06170,10744826282.44251,3733687123.29027,127.93887,0.80307,16.93900,2432.57048,0.00041,0.90101,87.53179,
ax13_rc06__rec00002634.bmp,1843.80313,67,4627489.49345,32034.96142,0.69228,8043.14831,3651.33035,0.11398,478.13375,24.67344,0.03984,50,17,156.73928,224.88377,0.48689,4595297.79275,4595454.53203,99.30434,99.30772,1484.00252,982.80167,8111595148.73816,6387845300.47994,14499440449.21811,-3425495778.46857,10781978668.31735,3717461780.90076,127.93860,0.80872,17.54701,2517.13983,0.00039,0.90016,90.00667,
ax13_rc06__rec00002633.bmp,1843.10313,61,4627489.49345,32046.23146,0.69252,8043.14831,3547.85381,0.11071,525.34806,25.86298,0.03529,44,17,146.75550,208.97419,0.45586,4595296.50649,4595443.26199,99.30431,99.30748,1481.20252,984.90167,8136197227.99293,6365830475.38430,14502027703.37723,-3447660205.76548,10810495626.34407,3691532077.03316,127.80020,0.80730,18.06514,2590.54827,0.00038,0.91140,96.27150,
ax13_rc06__rec00002632.bmp,1842.40313,60,4627489.49345,32033.67516,0.69225,8043.14831,3501.62459,0.10931,533.89459,26.07251,0.04363,46,14,162.19055,212.83450,0.50376,4595293.62774,4595455.81829,99.30425,99.30775,1479.80252,987.00168,8138074701.45147,6346643342.76595,14484718044.21742,-3446406610.20753,10803261309.60588,3681456734.61154,127.71562,0.80902,18.29646,2624.75643,0.00038,0.90784,98.74638,
ax13_rc06__rec00002631.bmp,1841.70313,58,4627489.49345,31952.70239,0.69050,8043.14831,3421.38526,0.10708,550.90866,26.48469,0.04941,43,15,156.67803,202.11489,0.48795,4595380.11303,4595536.79106,99.30612,99.30950,1478.40251,988.40168,8128593851.01803,6300621826.49001,14429215677.50805,-3440122505.64632,10774075956.95210,3655139720.55595,127.56058,0.81058,18.67823,2686.36032,0.00037,0.91106,104.80619,
ax13_rc06__rec00002630.bmp,1841.00313,55,4628795.83789,31901.98722,0.68921,8044.54832,3326.30873,0.10427,580.03613,27.17582,0.05217,42,13,141.67173,182.00531,0.44212,4596752.17894,4596893.85068,99.30773,99.31079,1477.70251,991.90169,8168717972.86811,6273732897.80546,14442450870.67357,-3421785240.55481,10771768540.43441,3670682330.23916,127.26129,0.80989,19.18162,2763.96103,0.00036,0.90870,106.70117,
ax13_rc06__rec00002629.bmp,1840.30313,53,4628795.83789,31777.71054,0.68652,8044.54832,3235.42014,0.10181,599.57944,27.62984,0.04598,40,13,94.75407,141.44645,0.29729,4596923.37328,4597018.12735,99.31143,99.31348,1477.00251,992.60169,8136537636.50877,6231614263.44582,14368151899.95459,-3412462319.56080,10726967755.65421,3641184144.30038,127.20245,0.80717,19.64364,2841.68233,0.00035,0.90925,105.21624,
ax13_rc06__rec00002628.bmp,1839.60313,47,4628795.83789,31675.42270,0.68431,8044.54832,3120.70237,0.09852,673.94516,29.29324,0.04677,36,11,87.09780,127.51678,0.27422,4597033.31740,4597120.41520,99.31381,99.31569,1477.00251,994.70169,8129079684.92411,6200199948.98056,14329279633.90468,-3400107622.20487,10698883173.24644,3630396460.65823,127.08201,0.81120,20.30019,2946.20881,0.00034,0.91860,100.76146,
